Pincode,Area,City,Address,Landmark,Latitude,Longitude,Category,Rating,Name
122003,Sector 45,Gurugram,House No #631,Sector 45,28.4439308,77.0720872,Restaurant,3.8,BOYS PG IN GURGAON
122002,Sector 42,Gurugram,Plot no. 232,Sector 42,28.4607879,77.100443,Hostel,4.1,PG in Sector 42 - Blossom Stayz
122003,"Block D, Indira Colony 2, Sector 52",Gurugram,"Plot No. 181, Lane Number D2, near Ardee School","Block D, Indira Colony 2, Sector 52",28.4390088,77.07408559999999,Hostel,4.2,Zolo Artemis Co-Living | Redefining PG
122001,"Tikri, Sector 48",Gurugram,1,"Tikri, Sector 48",28.4208325,77.0376795,Hostel,3.2,Shree satguru Girls Pg
122018,"Dhani, Vipul World, Sector 48",Gurugram,"House No 52, A Block, Badshahpur Sohna Rd Hwy","Dhani, Vipul World, Sector 48",28.4067124,77.04250809999999,Hostel,4.0,Girls PG in Sohna road Sector 48 Gurugram
122051,"Sector 1, Market",Gurugram,"Plot No. 91 sec-1 IMT Manesar, Near, Sector 1 Main Rd","Sector 1, Market",28.3679695,76.94912269999999,Hostel,4.7,Dahiya Boys and Girls PG
122002,"U Block, DLF Phase 3, Sector 24",Gurugram,"U-13/50, Gali 13, DLF City Phase 3 Rd","U Block, DLF Phase 3, Sector 24",28.4941924,77.09539319999999,Hostel,2.7,Pradeep pg ( Only girls)
122052,"Sector 1, Imt Manesar","Manesar, Gurugram","Plot no, 69, Sector 1 Main Rd","Sector 1, Imt Manesar",28.3650252,76.9479997,Hostel,4.9,Bindass pg
122011,Sector 55,"Gurugram, Ghata",A1/363,Sector 55,28.4260509,77.1086359,Hostel,4.1,Girls PG
122004,Sector 83,Gurugram,"11th floor, 9XR9+W5G sapphire mall, 9th to, 83",Sector 83,28.392561,76.967299,Hotel,4.0,"FabHotel Sapphire 83 - Hotel in Manesar, Gurgaon"
